Brand,Main_Category,Sub_Category,Source_URL,Model_Name,Variant_Description,SKU,MRP,Selling_Price,Dealer_Price,Approx_Price,Product_Description,Image_URL,Wattage_W,Capacity_L,Warranty,Datasheet_URL,Certifications,BIS_Registration,Country_of_Origin,HSN_Code,Color_Variant
Havells,Small_Appliances,induction-cooktops,https://havells.com/home-appliances/appliances/induction-cooktops/evo-cook-pb18-induction-cooktop-ghcicelk180.html,,Standard,SKUGHCICELK180,4795.00,3399.00,N/A,N/A,"Key Features 6000 V Triple Surge Protection : Best in Class 6000 V surge protection with triple MOV & TVS. Provides stable temperature & Voltage. Help make delicious food High Energy Efficiency & Faster Cooking : Cook Like a Pro with AI enabled pre-set cooking options with Precise Temperature Control for perfectly cooked food 3 Hours Timer Feature : Simply set the timer, and the cooktop takes care of the rest, giving you the freedom to multitask without compromising on taste or quality. Power & Temperature Modes : Power Mode- The higher the power level, the faster your food will cook. Eg.-Use higher power levels to bring water to boil quickly or keep it boiling 
Temperature Mode- Temp mode is ideal for frying and other cooking methods that require temperature control to avoid overheating and burning",https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/e/v/evo_cook_pb_18_1.jpg,N/A,N/A,N/A,N/A,"isi, ce, Ce, ul, CE, ISI",ng,India,N/A,
Havells,Small_Appliances,induction-cooktops,https://havells.com/home-appliances/appliances/induction-cooktops/evo-cook-pb14-induction-cooktop-ghcicejk140.html,,Standard,SKUGHCICEJK140,3895.00,2799.00,N/A,N/A,"Key Features 6000 V Triple Surge Protection : Best in Class 6000 V surge protection with triple MOV & TVS. Provides stable temperature & Voltage. Help make delicious food High Energy Efficiency & Faster Cooking : Cook Like a Pro with AI enabled pre-set cooking options with Precise Temperature Control for perfectly cooked food Crystallized Cooking Glass for longevity : Best in class Hi-grade low thermal expansion Crystallized Polished cooking Glass plate with high impact strength and durability Power & Temperature Modes : Power Mode- The higher the power level, the faster your food will cook. Eg.-Use higher power levels to bring water to boil quickly or keep it boiling 
Temperature Mode- Temp mode is ideal for frying and other cooking methods that require temperature control to avoid overheating and burning",https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/e/v/evo_cook_pb_14_1.jpg,N/A,N/A,N/A,N/A,"isi, bee, Ce, ul, CE, ISI, ce",onsWashing,India,N/A,
Havells,Small_Appliances,induction-cooktops,https://havells.com/home-appliances/appliances/induction-cooktops/evo-cook-pb13-induction-cooktop-ghciceik130.html,,Standard,SKUGHCICEIK130,4080.00,2699.00,N/A,N/A,"Key Features 6000 V Triple Surge Protection : Best in Class 6000 V surge protection with triple MOV & TVS. Provides stable temperature & Voltage. Help make delicious food High Energy Efficiency & Faster Cooking : Cook Like a Pro with AI enabled pre-set cooking options with Precise Temperature Control for perfectly cooked food Crystallized Cooking Glass for longevity : Best in class Hi-grade low thermal expansion Crystallized Polished cooking Glass plate with high impact strength and durability Power & Temperature Modes : Power Mode- The higher the power level, the faster your food will cook. Eg.-Use higher power levels to bring water to boil quickly or keep it boiling 
Temperature Mode- Temp mode is ideal for frying and other cooking methods that require temperature control to avoid overheating and burning",https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/e/v/evo_cook_pb_13_1.jpg,N/A,N/A,N/A,N/A,"isi, ce, Ce, ul, CE, ISI",onsWashing,India,N/A,
Havells,Small_Appliances,induction-cooktops,https://havells.com/home-appliances/appliances/induction-cooktops/evo-cook-pb12-induction-cooktop-ghcicehk120.html,,Standard,SKUGHCICEHK120,3965.00,2599.00,N/A,N/A,"Key Features 6000 V Triple Surge Protection : Best in Class 6000 V surge protection with triple MOV & TVS. Provides stable temperature & Voltage. Help make delicious food High Energy Efficiency & Faster Cooking : Cook Like a Pro with AI enabled pre-set cooking options with Precise Temperature Control for perfectly cooked food Crystallized Cooking Glass for longevity : Best in class Hi-grade low thermal expansion Crystallized Polished cooking Glass plate with high impact strength and durability Power & Temperature Modes : Power Mode- The higher the power level, the faster your food will cook. Eg.-Use higher power levels to bring water to boil quickly or keep it boiling 
Temperature Mode- Temp mode is ideal for frying and other cooking methods that require temperature control to avoid overheating and burning",https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/e/v/evo_cook_pb_12_1.jpg,N/A,N/A,N/A,N/A,"isi, ce, Ce, ul, CE, ISI",onsWashing,India,N/A,
Havells,Small_Appliances,induction-cooktops,https://havells.com/home-appliances/appliances/induction-cooktops/insta-cook-tc18-induction-cooktop-ghcicdqk180.html,,Standard,SKUGHCICDQK180,6695.00,3599.00,N/A,N/A,Key Features Soft & full touch enabled operation with Slim design 1800 W  with 8 cooking menu options. Double MOV Technology Auto Pan Detection and Auto Turn Off,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/import/Appliances/GHCICDQK180.jpg,1800,N/A,N/A,N/A,"isi, ce, Ce, ul, CE, ISI",onsWashing,India,N/A,
Havells,Small_Appliances,induction-cooktops,https://havells.com/home-appliances/appliances/induction-cooktops/insta-cook-tc16-induction-cooktop-ghcicdpk160.html,,Standard,SKUGHCICDPK160,5995.00,3199.00,N/A,N/A,Key Features Soft & full touch enabled operation with Slim design 1600 W with 7 cooking menu options. Double MOV Technology Child Lock Function,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/import/Appliances/GHCICDPK160.jpg,1600,N/A,N/A,N/A,"isi, ce, Ce, ul, CE, ISI",onsWashing,India,N/A,
Havells,Small_Appliances,induction-cooktops,https://havells.com/home-appliances/appliances/induction-cooktops/insta-cook-et-x-induction-cooktop-ghcicaxk190.html,,Standard,SKUGHCICAXK190,5895.00,2899.00,N/A,N/A,Key Features Power : 1900 W 8 Preset Cooking Options 3 hour preset timer 1 year warranty,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/import/Appliances/GHCICAXK190.jpg,1900,N/A,1 year warranty,N/A,"isi, ce, Ce, ul, CE, ISI",onsWashing,India,N/A,
Havells,Small_Appliances,induction-cooktops,https://havells.com/home-appliances/appliances/induction-cooktops/insta-cook-qt-induction-cooktop-ghcicdgk120.html,,Standard,SKUGHCICDGK120,4995.00,2399.00,N/A,N/A,Key Features Double MOV Technology 4 Different Mode of Cooking Auto Pan Detection & Auto Power OFF Upto 2 Hours Preset Timer,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/import/Appliances/GHCICDGK120.jpg,N/A,N/A,N/A,N/A,"isi, ce, Ce, ul, CE, ISI",onsWashing,India,N/A,
Havells,Small_Appliances,grinders,https://havells.com/home-appliances/appliances/grinders/craft-mixer-grinder-ghfmgfqb080.html,,Standard,SKUGHFMGFQB080,15995.00,12495.00,N/A,N/A,Key Features Powerful 800 W BLDC Motor 50 % Quieter Performance Lifetime Warranty on Motor Unique Touch Control Perfect Grinding Mode,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/c/r/craft_mg_1.jpg,800,N/A,N/A,N/A,"isi, ce, Ce, ul, CE, ISI",onsWashing,India,N/A,
Havells,Small_Appliances,grinders,https://havells.com/home-appliances/appliances/grinders/eso-750-w-mixer-grinder.html,,Standard,SKUGHFMGELK075,15995.00,12495.00,N/A,N/A,Key Features 750 W Powerful Motor High Speed Grinding at 21000 rpm for faster & 30 minutes rating for longer grinding sessions Superior 304 Stainless Steel Blade : New design blade for best grinding results 5 Year Warranty on Motor & 2 Year on Product 3 Speed Control With Pulse Function.,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/g/h/ghfmgelk075.jpg,750,N/A,5 Year Warranty,N/A,"isi, ce, Ce, ul, CE, ISI",onsWashing,India,N/A,
Havells,Small_Appliances,grinders,https://havells.com/home-appliances/appliances/grinders/klassic-black-750-w-mixer-grinder.html,,Standard,SKUGHFMGDVK075,15995.00,12495.00,N/A,N/A,Key Features Powerful 750 W motor High Speed Grinding at 21000 rpm for faster & 30 minutes rating for longer grinding sessions Superior 304 Stainless Steel Blade : New design blade for best grinding results 1 Year Warranty on Motor & on Product 3 Speed Control with Pulse Function.,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/g/h/ghfmgdvk075_1.jpg,750,N/A,1 Year Warranty,N/A,"isi, ce, Ce, ul, CE, ISI",onsWashing,India,N/A,
Havells,Small_Appliances,grinders,https://havells.com/home-appliances/appliances/grinders/capture-500-w-mixer-grinder-ghfmgdek050.html,,Standard,SKUGHFMGDEK050,4115.00,4012.00,N/A,N/A,Key Features Powerful 500 W Motor High Speed Grinding at 21000 rpm for faster & 30 minutes rating for longer grinding sessions Superior 304 Stainless Steel Blade : New design blade for best grinding results 1 Year Warranty on Motor & on Product 3 speed control With pulse function.,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/g/h/ghfmgdek050.jpg,500,N/A,1 Year Warranty,N/A,"isi, ce, Ce, ul, CE, ISI",onsWashing,India,N/A,
Havells,Small_Appliances,grinders,https://havells.com/home-appliances/appliances/grinders/mixwell-n-500-w-mixer-grinder-ghfmgcie050.html,,Standard,SKUGHFMGCIE050,15995.00,12495.00,N/A,N/A,Key Features Powerful 500 W Motor High Speed Grinding at 21000 rpm for faster & 30 minutes rating for longer grinding sessions Superior 304 Stainless Steel Blade : New design blade for best grinding results 2 Year Warranty on Motor & 1 Year on Product Speed: 3 speed control With pulse function.,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/g/h/ghfmgcie050.jpg,500,N/A,2 Year Warranty,N/A,"isi, ce, Ce, ul, CE, ISI",onsWashing,India,N/A,
Havells,Small_Appliances,grinders,https://havells.com/home-appliances/appliances/grinders/unity-750-w-mixer-grinder-ghffpgak075.html,,Standard,SKUGHFFPGAK075,9990.00,5999.00,N/A,N/A,Key Features Citrus Juicing Attachment 1.4 L Food Grade FP Bowl 750 W Powerful Motor Wider Mouth Jar High Grade SS304 Blades Aata Kneading Attachment Bigger Size Jars with Handle Overload Protection 1.75 L Blending Jar with Fruit Filter,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/u/n/unity_1_.jpg,750,1.4,N/A,N/A,"isi, ce, Ce, ul, CE, ISI",onsWashing,India,N/A,
Havells,Small_Appliances,grinders,https://havells.com/home-appliances/appliances/grinders/rhythm-750-w-mixer-grinder-ghffpfzp075.html,,Standard,SKUGHFFPFZP075,10190.00,7999.00,N/A,N/A,Key Features Citrus Juicing Attachment 1.4 L Food Grade FP Bowl 750 W Powerful Motor Wider Mouth Jar High Grade SS304 Blades Aata Kneading Attachment Bigger Size Jars with Handle Overload Protection 1.75 L Blending Jar with Fruit Filter,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/r/h/rhythm.jpg,750,1.4,N/A,N/A,"isi, ce, Ce, ul, CE, ISI",onsWashing,India,N/A,
Havells,Small_Appliances,grinders,https://havells.com/home-appliances/appliances/grinders/stone-500-w-mixer-grinder-ghfmgbgr050.html,,Standard,SKUGHFMGBGR050,4295.00,2999.00,N/A,N/A,Key Features 500 W Powerful Motor 21000 Revolution Per Minute* (Approx.) Air Vent Technology 3 Speeds with Pulse function Stainless steel Blades Stainless steel Jars,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/g/h/ghfmgbgr050.jpg,500,N/A,N/A,N/A,"isi, ce, Ce, ul, CE, ISI",onsWashing,India,N/A,
Havells,Small_Appliances,grinders,https://havells.com/home-appliances/appliances/grinders/stone-500-w-mixer-grinder-ghfmgbgk050.html,,Standard,SKUGHFMGBGK050,4295.00,2999.00,N/A,N/A,Key Features 500 W Powerful Motor 21000 Revolution Per Minute* (Approx.) Air Vent Technology 3 Speeds with Pulse function Stainless steel Blades Stainless steel Jars,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/s/t/stone_black.jpg,500,N/A,N/A,N/A,"isi, ce, Ce, ul, CE, ISI",onsWashing,India,N/A,
Havells,Small_Appliances,grinders,https://havells.com/home-appliances/appliances/grinders/nutri-power-blender-350-w-mixer-grinder-ghfmgggg035.html,,Standard,SKUGHFMGGGG035,3295.00,2299.00,N/A,N/A,Key Features 350 W Powerful Heavy Duty Motor Nutri Jars With Blend & Carry & Store Feature Powerful Stainless Steel Blade Air Vent Technology Stainless steel Blades ABS Body 1 Speed Switch Polycarbonate Jars,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/n/u/nutri_power_green.jpg,350,N/A,N/A,N/A,"isi, ce, Ce, ul, CE, ISI",onsWashing,India,N/A,
Havells,Small_Appliances,grinders,https://havells.com/home-appliances/appliances/grinders/nutri-power-blender-350-w-mixer-grinder-ghfmgggp035.html,,Standard,SKUGHFMGGGP035,3295.00,2299.00,N/A,N/A,Key Features 350 W Powerful Heavy Duty Motor Nutri Jars With Blend & Carry & Store Feature Powerful Stainless Steel Blade Air Vent Technology Stainless steel Blades ABS Body 1 Speed Switch Polycarbonate Jars,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/n/u/nutri_power_pink.jpg,350,N/A,N/A,N/A,"isi, ce, Ce, ul, CE, ISI",onsWashing,India,N/A,
Havells,Small_Appliances,grinders,https://havells.com/home-appliances/appliances/grinders/nutri-power-blender-350-w-mixer-grinder-ghfmgggk035.html,,Standard,SKUGHFMGGGK035,3295.00,2299.00,N/A,N/A,Key Features 350 W Powerful Heavy Duty Motor Nutri Jars With Blend & Carry & Store Feature Powerful Stainless Steel Blade Air Vent Technology Stainless steel Blades ABS Body 1 Speed Switch Polycarbonate Jars,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/n/u/nutri_power_blender.jpg,350,N/A,N/A,N/A,"isi, ce, Ce, ul, CE, ISI",onsWashing,India,N/A,
Havells,Small_Appliances,grinders,https://havells.com/home-appliances/appliances/grinders/prisma-750-w-mixer-grinder-ghfmggek075.html,,Standard,SKUGHFMGGEK075,6995.00,3799.00,N/A,N/A,Key Features 750 W Powerful Heavy Duty Motor 21000 Revolution Per Minute* (Approx.) Sturdy Stainless Steel Jars for Smooth Grinding Operation Powerful Stainless Steel Blades for Superior Griding Performance Air Vent Technology ABS Body Stainless steel Blades Stainless steel Jars 3 Speed with Pulse Function,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/p/r/prisma_4_jar_front_new.jpg,750,N/A,N/A,N/A,"isi, ce, Ce, ul, CE, ISI",onsWashing,India,N/A,
Havells,Small_Appliances,grinders,https://havells.com/home-appliances/appliances/grinders/prisma-750-w-mixer-grinder-ghfmgghk075.html,,Standard,SKUGHFMGGHK075,6290.00,2999.00,N/A,N/A,Key Features 750 W Powerful Heavy Duty Motor 21000 Revolution Per Minute* (Approx.) Sturdy Stainless Steel Jars for Smooth Grinding Operation Powerful Stainless Steel Blades for Superior Griding Performance Air Vent Technology ABS Body Stainless steel Blades Stainless steel Jars 3 Speed with Pulse Function,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/p/r/prisma_3_jar_front.jpg,750,N/A,N/A,N/A,"isi, ce, Ce, ul, CE, ISI",onsWashing,India,N/A,
Havells,Small_Appliances,grinders,https://havells.com/home-appliances/appliances/grinders/mojo-500-w-mixer-grinder-ghfmgfxw050.html,,Standard,SKUGHFMGFXW050,3895.00,2699.00,N/A,N/A,Key Features 500 W Powerful Motor 21000 Revolution Per Minute* (Approx.) Air Vent Technology 3 Speeds with Pulse function ABS Body Stainless steel Blades Stainless steel Jars,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/g/h/ghfmgfxw050.jpg,500,N/A,N/A,N/A,"isi, ce, Ce, ul, CE, ISI",onsWashing,India,N/A,
Havells,Small_Appliances,grinders,https://havells.com/home-appliances/appliances/grinders/wave-500-w-mixer-grinder-ghfmgfwb050.html,,Standard,SKUGHFMGFWB050,3895.00,2699.00,N/A,N/A,Key Features 500 W Powerful Motor 21000 Revolution Per Minute* (Approx.) Air Vent Technology 3 Speeds with Pulse function ABS Body Stainless steel Blades Stainless steel Jars,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/w/a/wave_blue.jpg,500,N/A,N/A,N/A,"isi, ce, Ce, ul, CE, ISI",onsWashing,India,N/A,
Havells,Small_Appliances,grinders,https://havells.com/home-appliances/appliances/grinders/force-500-w-mixer-grinder-ghfmgfyr050.html,,Standard,SKUGHFMGFYR050,3495.00,2699.00,N/A,N/A,Key Features 500 W Powerful Motor 21000 Revolution Per Minute* (Approx.) ACS Technology 3 Speeds with Pulse function ABS Body Stainless steel Blades Stainless steel Jars,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/f/o/force_red.jpg,500,N/A,N/A,N/A,"isi, ce, Ce, ul, CE, ISI",onsWashing,India,N/A,
Havells,Small_Appliances,grinders,https://havells.com/home-appliances/appliances/grinders/force-500-w-mixer-grinder-ghfmgfyk050.html,,Standard,SKUGHFMGFYK050,3495.00,2699.00,N/A,N/A,Key Features 500 W Powerful Motor 21000 Revolution Per Minute* (Approx.) ACS Technology 3 Speeds with Pulse function ABS Body Stainless steel Blades Stainless steel Jars,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/f/o/force_black.jpg,500,N/A,N/A,N/A,"isi, ce, Ce, ul, CE, ISI",onsWashing,India,N/A,
Havells,Small_Appliances,grinders,https://havells.com/home-appliances/appliances/grinders/edge-500-w-mixer-grinder-ghfmgfyb050.html,,Standard,SKUGHFMGFYB050,3795.00,2699.00,N/A,N/A,Key Features 500 W Powerful Motor 21000 Revolution Per Minute* (Approx.) ACS Technology 3 Speeds with Pulse function ABS Body Stainless steel Blades Stainless steel Jars,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/g/h/ghfmgfyb050_1_.jpg,500,N/A,N/A,N/A,"isi, ce, Ce, ul, CE, ISI",onsWashing,India,N/A,
Havells,Small_Appliances,grinders,https://havells.com/home-appliances/appliances/grinders/pulse-500-w-mixer-grinder-ghfmgfwk050.html,,Standard,SKUGHFMGFWK050,3895.00,2199.00,N/A,N/A,Key Features 500 W Powerful Motor 21000 Revolution Per Minute* (Approx.) Air Vent Technology 3 Speeds with Pulse function ABS Body Stainless steel Blades Stainless steel Jars,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/g/h/ghfmgfwk050.jpg,500,N/A,N/A,N/A,"isi, ce, Ce, ul, CE, ISI",onsWashing,India,N/A,
Havells,Small_Appliances,grinders,https://havells.com/home-appliances/appliances/grinders/grace-plus-bldc-800-w-mixer-grinder-ghfmgfek080.html,,Standard,SKUGHFMGFEK080,13300.00,8599.00,N/A,N/A,Key Features BLDC Plus Technologically Advanced Mixer Grinder Leak Resistance Technology High Grade SS 304 Blades Bigger Size Jar with clip locking for hands free operation Variable Speed Jog dial knob for ease of use 15000 Revolution Per Minute* (Approx.),https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/g/h/ghfmgfek080.jpg,N/A,N/A,N/A,N/A,"isi, ce, Ce, ul, CE, ISI",onsWashing,India,N/A,
Havells,Small_Appliances,grinders,https://havells.com/home-appliances/appliances/grinders/nutri-insta-blend-350-w-mixer-grinder-ghfmgfvk035.html,,Standard,SKUGHFMGFVK035,3999.00,2999.00,N/A,N/A,Key Features Nutri Jars with Blend Carry and Store Feature One Push Switch Function High Grade SS304 Blades Overload Protection 650 ml Polycarbonate Nutri Blending Jar 350 ml Polycarbonate Nutri Blending jar 300 ml SS Jar Grinding Jar,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/g/h/ghfmgfvk035.jpg,N/A,N/A,N/A,N/A,"isi, ce, Ce, ul, CE, ISI",onsWashing,India,N/A,
Havells,Small_Appliances,grinders,https://havells.com/home-appliances/appliances/grinders/nutrigrind-400-w-wet-dry-grinder-ghfmgfde040.html,,Standard,SKUGHFMGFDE040,33995.00,25999.00,N/A,N/A,"Key Features High-torque 400 W Motor 1400 Revolutions per minute stone-based dry grinding retains natural aroma, nutrients and oils 140 Revolutions per minute stone-based wet grinding retains natural aromas and nutrients 2 Years Warranty*",https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/n/u/nutrigrind_2_.jpg,400,N/A,2 Years Warranty,N/A,"isi, ce, Ce, ul, CE, ISI",onsWashing,India,N/A,
Havells,Small_Appliances,grinders,https://havells.com/home-appliances/appliances/grinders/hexo-plus-1100-w-mixer-grinder-ghfmgdxk110-c.html?g_jar=6604,,3 Jar,SKUGHFMGDIK110,12565.00,7799.00,N/A,N/A,Key Features Powerful Motor : 1100 W - Powerful motor for Heavy Duty Run Time : 100 minute run time High Speed : Grinding at 22000 revolutions per minute enables faster operation and 100 minute rating ensures longer grinding sessions Warranty : 2 Year,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/h/e/hexo_plus_3_jar_1.jpg,1100,N/A,Warranty : 2 Year,N/A,"isi, ce, Ce, ul, Ul, CE, ISI",onsWashing,India,N/A,
Havells,Small_Appliances,grinders,https://havells.com/home-appliances/appliances/grinders/hexo-plus-1100-w-mixer-grinder-ghfmgdxk110-c.html?g_jar=6607,,4 Jar,SKUGHFMGDXK110,13695.00,8599.00,N/A,N/A,Key Features Powerful Motor : 1100 W - Powerful motor for Heavy Duty Run Time : 100 minute run time High Speed : Grinding at 22000 revolutions per minute enables faster operation and 100 minute rating ensures longer grinding sessions Warranty : 2 Year,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/h/e/hexo_blend_4_jar_1.jpg,1100,N/A,Warranty : 2 Year,N/A,"isi, ce, Ce, ul, Ul, CE, ISI",onsWashing,India,N/A,
Havells,Small_Appliances,grinders,https://havells.com/home-appliances/appliances/grinders/zello-mg-4-jar-ghfmgepg075-c.html?g_jar=6604&color=61,,3 Jar | Grey,SKUGHFMGEKE075,5880.00,3730.00,N/A,N/A,Key Features 750 W motor for heavy duty performance Grinding at 21000 revolution per minute for faster operation & 30 minute rating for longer grinding sessions Superior 304 stainless steel blade 5 Year warranty on motor & 2 Year on product,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/import/Appliances/GHFMGEKE075.jpg,750,N/A,5 Year warranty,N/A,"isi, ce, Ce, ul, CE, ISI",onsWashing,India,N/A,Grey
Havells,Small_Appliances,grinders,https://havells.com/home-appliances/appliances/grinders/zello-mg-4-jar-ghfmgepg075-c.html?g_jar=6604&color=3750,,3 Jar | Red,SKUGHFMGEKR75,5880.00,3695.00,N/A,N/A,Key Features Powerful Motor : 750 W motor for Heavy duty performance High Speed : Grinding at 21000 Revolution per minute enables faster operation and 30 minute rating ensures longer grinding sessions Baldes : Superior 304 stainless steel blade Warranty : 5 year Warranty on motor & 2 year on product Superior 304 Stainless Steel Blade : New Design Blade For Best Grinding Results Speed : 3 Speed Control With Pulse Function,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/z/e/zello_red_1.jpg,750,N/A,5 year Warranty,N/A,"isi, ce, Ce, ul, CE, ISI",onsWashing,India,N/A,Red
Havells,Small_Appliances,grinders,https://havells.com/home-appliances/appliances/grinders/zello-mg-4-jar-ghfmgepg075-c.html?g_jar=6607&color=61,,4 Jar | Grey,SKUGHFMGEPG075,6795.00,4695.00,N/A,N/A,Key Features Powerful Motor : 750 W motor for Heavy duty performance High Speed : Grinding at 21000 Revolution per minute enables faster operation and 30 minute rating ensures longer grinding sessions Blades : Superior 304 stainless steel blade Warranty : 5 year Warranty on motor & 2 year on product,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/z/e/zello_4_jar_1.jpg,750,N/A,5 year Warranty,N/A,"isi, ce, Ce, ul, CE, ISI",onsWashing,India,N/A,Grey
Havells,Small_Appliances,grinders,https://havells.com/home-appliances/appliances/grinders/zello-mg-4-jar-ghfmgepg075-c.html?g_jar=6607&color=3750,,4 Jar | Red,SKUGHFMGEPG075,6795.00,4695.00,N/A,N/A,Key Features Powerful Motor : 750 W motor for Heavy duty performance High Speed : Grinding at 21000 Revolution per minute enables faster operation and 30 minute rating ensures longer grinding sessions Blades : Superior 304 stainless steel blade Warranty : 5 year Warranty on motor & 2 year on product,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/z/e/zello_4_jar_1.jpg,750,N/A,5 year Warranty,N/A,"isi, ce, Ce, ul, CE, ISI",onsWashing,India,N/A,Red
Havells,Small_Appliances,grinders,https://havells.com/home-appliances/appliances/grinders/stilus-xl-500-w-juicer-mixer-grinder-ghfjmczh050-c.html?g_jar=6604,,3 Jar,SKUGHFJMCFH050,7625.00,5050.00,N/A,N/A,Key Features 500 W powerful motor enhances durability & life of motor Fine hygienic stainless steel sieve ensures longevity 1 L polycarbonate juice serving jar to collect & serve juice directly Wider Feeding Tube,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/import/Appliances/GHFJMCFH050.jpg,500,1,N/A,N/A,"isi, ce, Ce, ul, CE, ISI",onsWashing,India,N/A,
Havells,Small_Appliances,grinders,https://havells.com/home-appliances/appliances/grinders/stilus-xl-500-w-juicer-mixer-grinder-ghfjmczh050-c.html?g_jar=6607,,4 Jar,SKUGHFJMCZH050,8215.00,5440.00,N/A,N/A,Key Features 500 W powerful motor enhances durability & life of motor Fine hygienic stainless steel sieve ensures longevity 1 L polycarbonate juice serving jar to collect & serve juice directly Wider Feeding Tube,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/import/Appliances/GHFJMCZH050.jpg,500,1,N/A,N/A,"isi, ce, Ce, ul, CE, ISI",onsWashing,India,N/A,
Havells,Small_Appliances,grinders,https://havells.com/home-appliances/appliances/grinders/hydro-plus-1000-w-mixer-grinder-ghfmgfhe100-c.html?g_jar=6604,,3 Jar,SKUGHFMGFGE100,9295.00,5499.00,N/A,N/A,Key Features Powerful Motor : 1000 W - Powerful motor for Heavy Duty High Speed : Grinding at 22000 revolution per minute enables faster operation and 30 minute rating ensures longer grinding sessions Warranty : 5 year Warranty on motor & 2 year on product Blades : Superior 304 stainless steel blade,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/h/y/hydro_3_jar_1.jpg,1000,N/A,5 year Warranty,N/A,"isi, ce, Ce, ul, CE, ISI",onsWashing,India,N/A,
Havells,Small_Appliances,grinders,https://havells.com/home-appliances/appliances/grinders/hydro-plus-1000-w-mixer-grinder-ghfmgfhe100-c.html?g_jar=6607,,4 Jar,SKUGHFMGFHE100,10190.00,5999.00,N/A,N/A,Key Features Powerful Motor : 1000 W - Powerful motor for Heavy Duty High Speed : Grinding at 22000 revolution per minute enables faster operation and 30 minute rating ensures longer grinding sessions Warranty : 5 year Warranty on motor & 2 year on product Blades : Superior 304 stainless steel blade,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/h/y/hydro_4_jar_1.jpg,1000,N/A,5 year Warranty,N/A,"isi, ce, Ce, ul, CE, ISI",onsWashing,India,N/A,
Havells,Small_Appliances,grinders,https://havells.com/home-appliances/appliances/grinders/hydro-750-w-mixer-grinder-ghfmgeje075-c.html?g_jar=6604&color=61,,3 Jar | Grey,SKUGHFMGDRE075,6590.00,4140.00,N/A,N/A,Key Features 750 W With motor cooling technology Superior stainless steel jar with wider mouth Superior 304 stainless steel blade Grinding at 21000 revolution per minute for faster operation & 30 minute rating for longer grinding sessions,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/g/h/ghfmgdre075.jpg,750,N/A,N/A,N/A,"isi, ce, Ce, ul, CE, ISI",onsWashing,India,N/A,Grey
